Pipe_Size_mm_log,Max_Pressure_psi_log,Corrosion_Rate_mm_y_wins_log,Temperature_C,Corrosion_Impact_Percent,Thickness_Loss_mm,Time_Years,Condition,Material_Fiberglass,Material_HDPE,Material_PVC,Material_Stainless Steel,Grade_API 5L X52,Grade_API 5L X65,Grade_ASTM A106 Grade B,Grade_ASTM A333 Grade 6
-0.10846797793272409,-0.8428495598075604,-1.6479348849216995,1.3546811776528842,-1.3156505105224796,-0.15792908707218245,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.5907733848962158
0.8615284154725077,-1.5718519825105703,-0.17096257182370192,-0.8146774811132969,-0.46617979762024575,-0.8567303573030778,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2534201451247792
-0.28850049680324624,1.394718932069888,-0.8464958101095074,-1.3110707134042126,1.060622188565267,0.40111192911253385,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.22966704802648605
-0.7921283209031942,-1.5718519825105703,0.9379772960433191,-0.7631487718789458,1.27018324549269,0.9601529452972501,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10442388811276977
0.39647074918999353,-0.8428495598075604,0.991245149958329,-0.5862335368410069,1.9213193866600415,0.9601529452972501,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.27174399018250156
-0.7921283209031942,-0.1120989591911256,-0.5220461544453571,0.9527572456249459,-0.2603609024236693,0.5408721831587129,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.25549945511098837
-0.10846797793272409,0.8551677536784151,0.5045706664621035,-1.3608817989974187,-1.0499570276323535,0.9601529452972501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5903488475452247
-1.190690587061003,1.394718932069888,-0.6067904674919635,-0.8919705449648235,1.1204967762588165,0.680632437204892,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1478064867318968
-0.10846797793272409,-1.5718519825105703,1.7273100404202821,-0.5295519566832209,0.10262878546847451,-0.01816883302600339,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05356045267182224
-1.8678738424074575,0.31580418126882653,-0.49056969531376043,0.7329014195583811,-1.5364380526424435,0.680632437204892,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.7539909823575752
-0.5086615580777475,-1.5718519825105703,0.20191240558136628,1.2705176192367778,-1.5289537291807496,-1.276011119441615,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.505074825953554
0.39647074918999353,-0.8428495598075604,-0.9215550588079302,0.9287105146489153,1.6780788741549966,1.3794337074357874,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0953155804776539
-1.190690587061003,0.31580418126882653,-0.34529373009100656,0.7105723122234957,0.03901203604407817,0.9601529452972501,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.24251748126469086
-1.8678738424074575,0.8551677536784151,-0.8755510031540582,-0.10529891732039669,-1.6599293897603893,1.2396734533896083,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.8078666182813032
0.5768318107715942,-0.8428495598075604,-0.29444714226304275,0.6143853883193736,1.3787059356872486,0.12159142102017569,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.4602217498058146
-1.8678738424074575,0.31580418126882653,-0.7326963040183502,-0.2976727651286408,0.05398068296746557,-1.276011119441615,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.3351788430173428
0.39647074918999353,0.8551677536784151,-0.38403398748374096,1.109060996969144,-0.582186811276498,0.9601529452972501,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.43556199331040424
-0.10846797793272409,-1.5718519825105703,2.2503035152221957,0.24337868183204567,0.8286081612527626,-0.9964906113492569,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2730186869956663
1.4839370165573238,1.394718932069888,-0.6745859179292487,1.5728193800783044,0.32341632758843863,1.0999131993434292,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.18680624147753977
1.2629543914759374,0.31580418126882653,-0.6794284501033405,-1.295612100633907,0.061465006429159426,-0.15792908707218245,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0974766540653124
-1.8678738424074575,0.31580418126882653,1.279375814316791,0.6710669684771599,-0.3015246814629846,-0.01816883302600339,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1194729578892496
1.2629543914759374,0.31580418126882653,0.33266077428184476,0.12658027423418322,1.303862701070312,0.40111192911253385,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.30559708371709865
1.0824286072142404,-0.1120989591911256,-0.5196248883583112,1.315175833906549,1.427354038188258,-1.4157713734877941,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.873325353310957
0.5768318107715942,-0.8428495598075604,-1.449391065783936,-0.002241498851694541,1.060622188565267,1.2396734533896083,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0206352062412637
-0.5086615580777475,-0.8428495598075604,1.4948684960638756,-1.5481027758822277,1.389932420879789,1.0999131993434292,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.09700342010235895
-1.8678738424074575,0.8551677536784151,-0.20486029704234446,-0.7356667936206251,-0.49611709146702054,-0.29768934111836154,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.10777487654543286
-0.10846797793272409,1.394718932069888,0.751539807340785,-1.4639392174661208,-1.6561872280295422,-1.136250865395436,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.7435034863843488
0.1758174873562148,-0.8428495598075604,-1.2750599075166313,1.0987552551222741,-0.507343576659561,-0.7169701032568987,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11234232595611303
-1.190690587061003,0.8551677536784151,0.41256255515435947,1.577972251001739,0.5329773845158617,1.0999131993434292,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.12869906013142587
0.39647074918999353,0.31580418126882653,-0.6285818622753766,-0.005676746133984541,-1.308166187060786,-0.8567303573030778,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.4276588898859777
-0.7921283209031942,0.8551677536784151,-1.2169495214275299,0.3447184766596028,0.5254930610541683,-1.6952918815801523,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.561535276407282
-1.8678738424074575,-0.1120989591911256,0.24065266297410068,1.7153821422933422,0.005332580466456623,-1.6952918815801523,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.945860293736651
1.2629543914759374,0.31580418126882653,-1.1564178692513825,-1.378058035408869,1.996162621276978,0.9601529452972501,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.2903448057807055
1.0824286072142404,0.8551677536784151,-0.3162385370464558,-1.1272849838016936,1.9213193866600415,0.40111192911253385,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.48949119524980456
0.1758174873562148,0.31580418126882653,0.7660674038630606,0.3601770894299081,1.4086432295340234,0.8203926912510711,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1834706728449099
0.39647074918999353,-0.8428495598075604,0.8023863951687491,0.47525787338662556,0.4094860473979159,-0.15792908707218245,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.24737484400463533
-0.28850049680324624,-0.8428495598075604,0.06874277079384192,0.5233513353386868,1.1504340701055913,-0.5772098492107197,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8801124635585135
-0.10846797793272409,0.8551677536784151,0.07600656905497971,0.9201223964431904,0.08766013854508711,-0.9964906113492569,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8067163070596851
-0.7921283209031942,-0.1120989591911256,-0.4324593092246589,-1.2062956712943653,-1.0424727041706598,-1.5555316275339732,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.9467430950296798
-0.10846797793272409,-0.8428495598075604,0.1316956890570353,1.3168934575476936,0.9820367922174832,0.9601529452972501,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02702971274599197
-0.7921283209031942,1.394718932069888,0.3423458386300285,0.20387333808570973,0.12882391758440254,0.26135167506635476,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03898390986330819
-1.190690587061003,-0.1120989591911256,0.4658304090693691,0.04585196310036638,-0.00963606645693077,1.6589542155281454,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.36187940877024516
0.39647074918999353,1.394718932069888,0.5069919325491494,0.8995109127494497,-0.6083819433924258,0.5408721831587129,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.3818191375035714
-0.7921283209031942,-0.1120989591911256,0.2600227916704678,-1.240648144117266,0.8922249106771589,-1.4157713734877941,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.5013782345035165
-1.190690587061003,-0.1120989591911256,0.8387053864744375,1.1365429752274647,0.2186357991247269,0.12159142102017569,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.044448248567394044
-1.190690587061003,0.8551677536784151,0.18980607514613682,1.1794835662560905,-0.9489186608994887,0.40111192911253385,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.4927528449360744
0.5768318107715942,0.8551677536784151,-1.449391065783936,0.13860363972219852,-0.7169046335869843,-1.4157713734877941,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9345242953257475
0.39647074918999353,-0.8428495598075604,-0.8828148014151959,0.04585196310036638,0.529235222785015,1.0999131993434292,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12972608039330205
0.39647074918999353,0.8551677536784151,-1.4542335979580279,1.7531698623985328,-1.3605564512926418,0.12159142102017569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.6452868530095037
-0.5086615580777475,0.8551677536784151,1.2624269517074695,-1.6185253451691741,-0.6083819433924258,1.5191939614819665,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.5040458999201333
1.0824286072142404,1.394718932069888,2.5578043082770248,-1.0912148873376477,-1.3156505105224796,-0.29768934111836154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.570391937705792
-1.8678738424074575,0.31580418126882653,1.2575844195333779,1.3083053393419684,-0.7730370595496872,-0.01816883302600339,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.3360189072533918
1.0824286072142404,-0.1120989591911256,-0.10316712138641686,-1.6339839579394795,-0.17803334434503884,-0.29768934111836154,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05285436807225117
-0.28850049680324624,-0.8428495598075604,-0.9312401231561138,0.21589670357372504,1.277667568954384,-0.5772098492107197,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.9361565833712673
1.0824286072142404,1.394718932069888,0.39077116037094645,0.5422451953912821,0.020301227389844016,-0.15792908707218245,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.07919858197740005
